* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
315, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:beast, 0, 0, 0
316, nether, minecraft:crimson_forest, MONSTER, luminous_monsters:crimson_walker, 10, 1, 2
317, nether, minecraft:crimson_forest, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
318, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:golem_2, 0, 0, 0
319, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
320, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
321, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
322, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
323, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
324, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
325, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:tfc, 0, 0, 0
326, nether, minecraft:crimson_forest, MONSTER, kaolinclayze:wiloger, 0, 0, 0
327, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
328, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
329, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 50, 4, 4
330, forest, minecraft:dark_forest, MONSTER, minecraft:cave_spider, 50, 4, 4
331, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 50, 4, 4
332, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
333, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 50, 4, 4
334, forest, minecraft:dark_forest, MONSTER, minecraft:stray, 50, 4, 4
335, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 20, 4, 4
336, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
337, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
338, forest, minecraft:dark_forest, MONSTER, minecraft:vex, 10, 2, 2
339, forest, minecraft:dark_forest, MONSTER, minecraft:vindicator, 30, 1, 2
340, forest, minecraft:dark_forest, MONSTER, minecraft:ravager, 10, 1, 1
341, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 3, 4
342, forest, minecraft:dark_forest, MONSTER, kaolinclayze:beast, 0, 0, 0
343, forest, minecraft:dark_forest, MONSTER, enemyexpansion:crawler, 50, 1, 2
344, forest, minecraft:dark_forest, MONSTER, luminous_monsters:dark_oak_skeleton, 80, 1, 3
345, forest, minecraft:dark_forest, MONSTER, luminous_monsters:dark_oak_zombie, 80, 1, 3
346, forest, minecraft:dark_forest, MONSTER, enemyexpansion:direwolf, 80, 2, 4
347, forest, minecraft:dark_forest, MONSTER, enemyexpansion:equestrian, 20, 1, 1
348, forest, minecraft:dark_forest, MONSTER, enemyexpansion:faller, 50, 1, 2
349, forest, minecraft:dark_forest, MONSTER, enemyexpansion:flutterfly, 10, 1, 1
350, forest, minecraft:dark_forest, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
351, forest, minecraft:dark_forest, MONSTER, enemyexpansion:goblin, 20, 1, 4
352, forest, minecraft:dark_forest, MONSTER, enemyexpansion:huntsman, 50, 1, 1
353, forest, minecraft:dark_forest, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
354, forest, minecraft:dark_forest, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
355, forest, minecraft:dark_forest, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
356, forest, minecraft:dark_forest, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
357, forest, minecraft:dark_forest, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
358, forest, minecraft:dark_forest, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
359, forest, minecraft:dark_forest, MONSTER, enemyexpansion:intruder, 50, 1, 2
360, forest, minecraft:dark_forest, MONSTER, enemyexpansion:meature, 20, 1, 5
361, forest, minecraft:dark_forest, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
362, forest, minecraft:dark_forest, MONSTER, enemyexpansion:slugger, 40, 1, 1
363, forest, minecraft:dark_forest, MONSTER, enemyexpansion:sprinter, 70, 1, 1
364, forest, minecraft:dark_forest, MONSTER, enemyexpansion:troll, 10, 1, 1
365, forest, minecraft:dark_forest, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
366, forest, minecraft:dark_forest, MONSTER, enemyexpansion:vampire, 20, 1, 1
367, forest, minecraft:dark_forest, MONSTER, enemyexpansion:wasp, 80, 1, 4
368, forest, minecraft:dark_forest, MONSTER, kaolinclayze:wiloger, 0, 0, 0
369, forest, minecraft:dark_forest, CREATURE, naturalist:bear, 10, 1, 2
370, forest, minecraft:dark_forest, CREATURE, naturalist:boar, 10, 3, 4
371, forest, minecraft:dark_forest, CREATURE, naturalist:butterfly, 10, 3, 6
372, forest, minecraft:dark_forest, CREATURE, naturalist:cardinal, 10, 3, 4
373, forest, minecraft:dark_forest, CREATURE, naturalist:deer, 10, 3, 5
374, forest, minecraft:dark_forest, CREATURE, naturalist:finch, 10, 3, 4
375, forest, minecraft:dark_forest, CREATURE, minecraft:fox, 10, 1, 2
376, forest, minecraft:dark_forest, CREATURE, minecraft:rabbit, 10, 2, 3
377, forest, minecraft:dark_forest, CREATURE, naturalist:lizard, 10, 1, 1
378, forest, minecraft:dark_forest, CREATURE, naturalist:robin, 10, 3, 4
379, forest, minecraft:dark_forest, CREATURE, naturalist:snail, 10, 2, 3
380, forest, minecraft:dark_forest, CREATURE, naturalist:snake, 10, 1, 1
381, forest, minecraft:dark_forest, CREATURE, ytech:aurochs, 10, 2, 6
382, forest, minecraft:dark_forest, CREATURE, ytech:deer, 15, 4, 8
383, forest, minecraft:dark_forest, CREATURE, ytech:fowl, 10, 2, 6
384, forest, minecraft:dark_forest, CREATURE, ytech:mouflon, 10, 2, 6
385, forest, minecraft:dark_forest, CREATURE, ytech:terror_bird, 10, 1, 2
386, forest, minecraft:dark_forest, CREATURE, ytech:wild_boar, 10, 2, 6
387, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
388, forest, minecraft:dark_forest, AMBIENT, naturalist:firefly, 10, 2, 4
389, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
390, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
391, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
392, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
393, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
394, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
395, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
396, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
397, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
398, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
399, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
400, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:crawler, 50, 1, 2
401, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:direwolf, 80, 2, 4
402, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:equestrian, 20, 1, 1
403, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:faller, 50, 1, 2
404, ocean, minecraft:deep_cold_ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
405, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:huntsman, 50, 1, 1
406, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
407, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
408, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
409, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
410, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
411, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
412, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:intruder, 50, 1, 2
413, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:meature, 20, 1, 5
414, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
415, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:slugger, 40, 1, 1
416, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:sprinter, 70, 1, 1
417, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:troll, 10, 1, 1
418, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
419, ocean, minecraft:deep_cold_ocean, MONSTER, enemyexpansion:vampire, 20, 1, 1
420, ocean, minecraft:deep_cold_ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
421, ocean, minecraft:deep_cold_ocean, CREATURE, minecraft:pig, 15, 1, 1
422, ocean, minecraft:deep_cold_ocean, CREATURE, minecraft:pig, 15, 1, 1
423, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
424, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
425, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
426, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
427, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
428, none, minecraft:deep_dark, MONSTER, kaolinclayze:beast, 0, 0, 0
429, none, minecraft:deep_dark, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
430, none, minecraft:deep_dark, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
431, none, minecraft:deep_dark, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
432, none, minecraft:deep_dark, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
433, none, minecraft:deep_dark, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
434, none, minecraft:deep_dark, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
435, none, minecraft:deep_dark, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
436, none, minecraft:deep_dark, MONSTER, kaolinclayze:wiloger, 0, 0, 0
437, none, minecraft:deep_dark, CREATURE, naturalist:snail, 10, 2, 3
438, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
439, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
440, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
441, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
442, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
443, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
444, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
445, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
446, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
447, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
448, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:crawler, 50, 1, 2
449, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:direwolf, 80, 2, 4
450, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:equestrian, 20, 1, 1
451, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:faller, 50, 1, 2
452, ocean, minecraft:deep_frozen_ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
453, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:huntsman, 50, 1, 1
454, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
455, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
456, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
457, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
458, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
459, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
460, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:intruder, 50, 1, 2
461, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:meature, 20, 1, 5
462, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
463, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:slugger, 40, 1, 1
464, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:sprinter, 70, 1, 1
465, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:troll, 10, 1, 1
466, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
467, ocean, minecraft:deep_frozen_ocean, MONSTER, enemyexpansion:vampire, 20, 1, 1
468, ocean, minecraft:deep_frozen_ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
469, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
470, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:pig, 15, 1, 1
471, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:pig, 15, 1, 1
472, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
473, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
474, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
475, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
476, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
477, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
478, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
479, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
480, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
481, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
482, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
483, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
484, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
485, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
486, ocean, minecraft:deep_lukewarm_ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
487, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
488, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
489, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
490, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
491, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
492, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
493, ocean, minecraft:deep_lukewarm_ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
494, ocean, minecraft:deep_lukewarm_ocean, CREATURE, minecraft:pig, 15, 1, 1
495, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
496, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
497, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
498, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
499, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
500, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
501, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
502, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
503, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
504, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
505, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
506, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
507, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
508, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
509, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
510, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
511, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
512, ocean, minecraft:deep_ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
513, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
514, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
515, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
516, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
517, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
518, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
519, ocean, minecraft:deep_ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
520, ocean, minecraft:deep_ocean, CREATURE, minecraft:pig, 15, 1, 1
521, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
522, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
523, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
524, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
525, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
526, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:beast, 0, 0, 0
527, none, terrablender:deferred_placeholder, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
528, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
529, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
530, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
531, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
532, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
533, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
534, none, terrablender:deferred_placeholder, MONSTER, kaolinclayze:wiloger, 0, 0, 0
535, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
536, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
537, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
538, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
539, desert, minecraft:desert, MONSTER, minecraft:creeper, 80, 4, 4
540, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
541, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
542, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
543, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
544, desert, minecraft:desert, MONSTER, kaolinclayze:beast, 0, 0, 0
545, desert, minecraft:desert, MONSTER, enemyexpansion:crawler, 50, 1, 2
546, desert, minecraft:desert, MONSTER, enemyexpansion:direwolf, 80, 2, 4
547, desert, minecraft:desert, MONSTER, enemyexpansion:equestrian, 20, 1, 1
548, desert, minecraft:desert, MONSTER, enemyexpansion:faller, 50, 1, 2
549, desert, minecraft:desert, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
550, desert, minecraft:desert, MONSTER, luminous_monsters:hollow, 80, 1, 3
551, desert, minecraft:desert, MONSTER, enemyexpansion:huntsman, 50, 1, 1
552, desert, minecraft:desert, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
553, desert, minecraft:desert, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
554, desert, minecraft:desert, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
555, desert, minecraft:desert, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
556, desert, minecraft:desert, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
557, desert, minecraft:desert, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
558, desert, minecraft:desert, MONSTER, enemyexpansion:intruder, 50, 1, 2
559, desert, minecraft:desert, MONSTER, enemyexpansion:meature, 20, 1, 5
560, desert, minecraft:desert, MONSTER, enemyexpansion:scorpion, 80, 1, 3
561, desert, minecraft:desert, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
562, desert, minecraft:desert, MONSTER, enemyexpansion:slugger, 40, 1, 1
563, desert, minecraft:desert, MONSTER, enemyexpansion:sprinter, 70, 1, 1
564, desert, minecraft:desert, MONSTER, enemyexpansion:starved, 50, 1, 1
565, desert, minecraft:desert, MONSTER, enemyexpansion:troll, 10, 1, 1
566, desert, minecraft:desert, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
567, desert, minecraft:desert, MONSTER, enemyexpansion:vampire, 20, 1, 1
568, desert, minecraft:desert, MONSTER, kaolinclayze:wiloger, 0, 0, 0
569, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
570, desert, minecraft:desert, CREATURE, naturalist:cardinal, 10, 3, 4
571, desert, minecraft:desert, CREATURE, naturalist:lizard, 10, 1, 1
572, desert, minecraft:desert, CREATURE, naturalist:tortoise, 10, 1, 1
573, desert, minecraft:desert, CREATURE, naturalist:vulture, 10, 3, 5
574, desert, minecraft:desert, CREATURE, minecraft:pig, 15, 1, 1
575, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
576, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
577, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
578, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
579, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
580, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
581, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
582, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
583, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
584, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
585, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
