[11:11:58] [main/INFO]: ModLauncher running: args [--username, Den_lille, --version, forge-47.3.33, --gameDir, C:\Users\Antoine\curseforge\minecraft\Instances\New Project, --assetsDir, C:\Users\Antoine\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 7ed56862d5bd49fa942d17b4a366804a, --accessToken, ????????, --clientId, NjZkYTA1MjctMjUyYi00YmRhLWE1MTAtODdiZWFhNGIzY2Uy, --xuid, 2535408021963911, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Antoine\curseforge\minecraft\Install\quickPlay\java\1747991516766.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.33, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:11:58] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:12:00] [main/INFO]: Found mod file Spoiled-forge-1.20.1-2.1.3.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file storage_pots-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file SubtleEffects-forge-1.20.1-1.9.4-hotfix.1.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file tagfoods-1.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file tenshilib-1.20.1-1.7.6-forge.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.7.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file The-Hordes-1.20.1-1.5.4.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file TreeChop-1.20.1-forge-0.19.0-fixed.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file txnilib-forge-1.0.23-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file visuality-forge-2.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file wakes-1.20.1-Forge-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file Waves-1.20.1-1.5.1.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file WWOO-FABRIC+FORGE+QUILT-2.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file ytech-1.20.1-0.10.3-all.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file YungsApi-1.20-Forge-4.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/INFO]: Found mod file YungsCaveBiomes-1.20.1-Forge-2.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods}
[11:12:00] [main/WARN]: Mod file C:\Users\Antoine\curseforge\minecraft\Install\libraries\net\minecraftforge\fmlcore\1.20.1-47.3.33\fmlcore-1.20.1-47.3.33.jar is missing mods.toml file
[11:12:00] [main/WARN]: Mod file C:\Users\Antoine\curseforge\minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.20.1-47.3.33\javafmllanguage-1.20.1-47.3.33.jar is missing mods.toml file
[11:12:00] [main/WARN]: Mod file C:\Users\Antoine\curseforge\minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.20.1-47.3.33\lowcodelanguage-1.20.1-47.3.33.jar is missing mods.toml file
[11:12:00] [main/WARN]: Mod file C:\Users\Antoine\curseforge\minecraft\Install\libraries\net\minecraftforge\mclanguage\1.20.1-47.3.33\mclanguage-1.20.1-47.3.33.jar is missing mods.toml file
[11:12:00] [main/INFO]: Found mod file fmlcore-1.20.1-47.3.33.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6ac0b715
[11:12:00] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.3.33.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6ac0b715
[11:12:00] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.3.33.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6ac0b715
[11:12:00] [main/INFO]: Found mod file mclanguage-1.20.1-47.3.33.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6ac0b715
[11:12:00] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6ac0b715
[11:12:00] [main/INFO]: Found mod file forge-1.20.1-47.3.33-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6ac0b715
[11:12:00] [main/WARN]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[11:12:00] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: fabric_api. Using Mod File: C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods\fabric-api-0.92.2+1.11.9+1.20.1.jar
[11:12:00] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: architectury. Using Mod File: C:\Users\Antoine\curseforge\minecraft\Instances\New Project\mods\architectury-9.2.14-forge.jar
[11:12:00] [main/INFO]: Found 112 dependencies adding them to mods collection
[11:12:00] [main/INFO]: Found mod file common-io-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-renderer-api-v1-3.2.1+cf68abbe77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file kfflang-4.11.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file kubejs-bridge-1.11.2+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-item-api-v1-2.1.28+4d0bbcfa77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file netty-0.1.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file modmenu-bridge-1.11.2+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-models-v0-0.4.2+7c3892a477.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file mclib-20.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file endec-0.1.8.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file jackson-core-2.15.2.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file vineflower-1.9.3.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-nio-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-command-api-v1-1.2.34+f71b366f77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-block-view-api-v2-1.0.1+0767707077.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-command-api-v2-2.2.13+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-toml-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file mixinextras-forge-0.5.0-beta.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file EvalEx-3.2.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file jackson-databind-2.15.2.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file rei-bridge-1.11.2+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file common-image-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-screen-api-v1-2.0.8+45a670a577.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file imageio-metadata-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file gson-0.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-content-registries-v0-4.0.11+a670df1e77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file Java-WebSocket-1.5.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file terrablender-bridge-1.11.2+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-datetime-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-game-rule-api-v1-1.0.40+683d4da877.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file runtime-1.0.0+1.20.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-api-lookup-api-v1-1.6.36+67f9824077.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file mod-4.0.9.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file jackson-annotations-2.15.2.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file reach-entity-attributes-2.4.0.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file script-mods-4.0.9-all.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file architectury-bridge-1.11.2+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file kfflib-4.11.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file cgl-1.20-forge-0.3.3.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file imageio-webp-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-entity-events-v1-1.6.0+6274ab9d77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-macro-library-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-loot-api-v2-1.2.1+eb28f93e77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-rendering-data-attachment-v1-0.3.37+a6081afc77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-networking-api-v1-1.3.11+503a202477.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-lifecycle-events-v1-2.2.22+afab492177.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-key-binding-api-v1-1.0.37+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-client-tags-api-v1-1.1.2+5d6761b877.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-dimensions-v1-2.1.54+8005d10d77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-transfer-api-v1-3.3.5+631c9cd677.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file jackson-dataformat-toml-2.15.2.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-macro-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file gson-0.1.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file pehkui-bridge-1.11.2+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-screen-handler-api-v1-1.3.30+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-resource-loader-v0-0.11.10+bcd08ed377.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-rendering-v1-3.0.8+66e9a48f77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-templates-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-fat-4.0.9.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-renderer-indigo-1.5.2+b5b2da4177.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-dateutil-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file fabric-mining-level-api-v1-2.1.50+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file groovy-xml-4.0.13.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
[11:12:00] [main/INFO]: Found mod file crackerslib-forge-1.20.1-0.4.4.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@61874b9d
